event_id,device_id,property_id,temperature,smoke_level,flame_detected,duration_seconds,latitude,longitude,timestamp,label
6297b32a,ESP32_017,PROP_036,24.6,83,False,1,28.62263,77.171968,2026-09-06T20:58:00,NORMAL
421a7a68,ESP32_010,PROP_021,26.5,120,False,2,28.611719,77.246982,2026-09-02T13:24:00,NORMAL
8c220530,ESP32_009,PROP_020,22.3,78,False,1,28.616336,77.161822,2026-09-25T22:17:00,NORMAL
4eb0ec01,ESP32_006,PROP_043,72.1,755,True,11,28.646276,77.184807,2026-09-13T19:57:00,CONFIRMED_FIRE
c918856d,ESP32_012,PROP_047,19.6,75,False,2,28.593705,77.212775,2026-09-03T15:06:00,NORMAL
80173d28,ESP32_011,PROP_030,24.8,62,False,0,28.600604,77.166251,2026-09-28T19:30:00,NORMAL
2c481a38,ESP32_016,PROP_012,24.6,52,False,0,28.627493,77.223525,2026-09-13T01:18:00,NORMAL
b7110794,ESP32_008,PROP_006,25.2,105,False,1,28.57486,77.203839,2026-09-28T08:45:00,NORMAL
83795f7a,ESP32_007,PROP_007,83.5,112,False,4,28.62927,77.173303,2026-09-21T04:51:00,ANOMALY
8cfce9eb,ESP32_014,PROP_047,91.4,6,False,11,28.598902,77.229793,2026-09-01T22:00:00,ANOMALY
e0458db9,ESP32_007,PROP_042,35.7,325,False,2,28.611636,77.218503,2026-09-04T20:45:00,ANOMALY
c61805a1,ESP32_018,PROP_010,85.1,899,True,20,28.588127,77.200094,2026-09-15T13:03:00,CONFIRMED_FIRE
96d84fed,ESP32_003,PROP_040,20.9,110,False,2,28.604477,77.163569,2026-09-13T17:50:00,NORMAL
a4c24efb,ESP32_009,PROP_046,82.0,711,True,24,28.600987,77.231082,2026-09-16T21:20:00,CONFIRMED_FIRE
c958addb,ESP32_018,PROP_008,29.7,80,False,2,28.550382,77.174682,2026-09-04T15:56:00,NORMAL
11cdf94f,ESP32_008,PROP_045,58.4,123,False,7,28.638029,77.246415,2026-09-14T15:16:00,ANOMALY
4c9c0519,ESP32_020,PROP_023,40.5,432,False,0,28.568798,77.204086,2026-09-15T10:18:00,ANOMALY
17499f81,ESP32_020,PROP_011,25.4,52,False,0,28.552464,77.219669,2026-09-08T19:12:00,NORMAL
103401cc,ESP32_019,PROP_050,94.6,920,True,13,28.585923,77.179272,2026-09-30T04:32:00,CONFIRMED_FIRE
d91f418e,ESP32_010,PROP_041,29.6,93,False,0,28.551965,77.237939,2026-09-10T09:03:00,NORMAL
2ab79bc7,ESP32_019,PROP_002,91.8,854,True,16,28.562612,77.19373,2026-09-26T08:47:00,CONFIRMED_FIRE
c880e33d,ESP32_007,PROP_007,85.6,746,True,15,28.557292,77.230326,2026-09-23T09:43:00,CONFIRMED_FIRE
4dd02dbf,ESP32_012,PROP_024,34.5,521,False,3,28.583917,77.179839,2026-09-08T00:34:00,ANOMALY
46250ec5,ESP32_011,PROP_013,28.2,65,False,0,28.580105,77.200263,2026-09-26T06:52:00,NORMAL
4f96bcf9,ESP32_004,PROP_007,29.3,75,False,1,28.583922,77.20446,2026-09-21T04:39:00,NORMAL
1ec74510,ESP32_003,PROP_032,27.6,26,False,1,28.597396,77.216756,2026-09-08T01:21:00,NORMAL
734b8e15,ESP32_014,PROP_045,88.4,730,True,17,28.577303,77.174451,2026-09-16T15:16:00,CONFIRMED_FIRE
c48a7912,ESP32_005,PROP_025,21.7,114,False,1,28.575281,77.177144,2026-09-17T11:36:00,NORMAL
9e8aefd2,ESP32_018,PROP_008,71.7,325,False,5,28.558575,77.196092,2026-09-21T10:27:00,POSSIBLE_FIRE
b0e8fd91,ESP32_012,PROP_033,29.1,535,False,3,28.639574,77.168817,2026-09-12T08:01:00,ANOMALY
a0e418a1,ESP32_018,PROP_017,25.3,41,False,0,28.553977,77.210407,2026-09-04T00:58:00,NORMAL
805ee9a4,ESP32_004,PROP_010,72.7,741,True,28,28.573218,77.237875,2026-09-10T06:29:00,CONFIRMED_FIRE
891edd52,ESP32_015,PROP_043,23.8,40,False,0,28.631163,77.179392,2026-09-21T05:13:00,NORMAL
90a0a719,ESP32_018,PROP_019,84.9,806,True,17,28.645436,77.170572,2026-09-22T13:46:00,CONFIRMED_FIRE
a02a4df1,ESP32_014,PROP_031,20.4,69,False,1,28.581923,77.240591,2026-09-14T05:29:00,NORMAL
f41b4a58,ESP32_008,PROP_031,73.3,656,True,22,28.603216,77.160716,2026-09-13T07:48:00,CONFIRMED_FIRE
f7d88b6e,ESP32_001,PROP_022,86.4,911,True,18,28.632114,77.172476,2026-09-19T12:31:00,CONFIRMED_FIRE
1cc663a5,ESP32_015,PROP_022,29.1,78,False,2,28.585865,77.175416,2026-09-08T10:49:00,NORMAL
ebe6ca58,ESP32_003,PROP_047,85.2,263,False,3,28.647849,77.208843,2026-09-19T18:32:00,POSSIBLE_FIRE
88c9b888,ESP32_016,PROP_036,74.1,0,False,1,28.604665,77.241997,2026-09-22T18:31:00,ANOMALY
8b900e38,ESP32_020,PROP_006,23.7,79,False,0,28.626009,77.19423,2026-09-04T21:46:00,NORMAL
7fb050e6,ESP32_008,PROP_032,19.1,103,False,0,28.60866,77.195539,2026-09-30T18:39:00,NORMAL
50695bae,ESP32_012,PROP_036,26.4,847,False,2,28.553843,77.193382,2026-09-14T09:02:00,ANOMALY
a703552c,ESP32_003,PROP_008,25.6,58,False,0,28.576505,77.217206,2026-09-20T12:34:00,NORMAL
43c06f65,ESP32_007,PROP_007,75.0,314,False,2,28.642637,77.15849,2026-09-22T13:03:00,ANOMALY
c3f2e6f6,ESP32_006,PROP_039,81.7,733,True,13,28.559887,77.154236,2026-09-29T08:48:00,CONFIRMED_FIRE
3cd4f4e3,ESP32_018,PROP_049,89.5,740,True,21,28.595791,77.206716,2026-09-05T21:36:00,CONFIRMED_FIRE
116567f6,ESP32_007,PROP_009,85.5,689,True,13,28.600789,77.231021,2026-09-06T19:26:00,CONFIRMED_FIRE
629b37fe,ESP32_002,PROP_020,26.9,82,False,0,28.635696,77.243871,2026-09-21T17:58:00,NORMAL
68ccf6d8,ESP32_009,PROP_025,31.3,551,False,2,28.603834,77.217196,2026-09-15T08:13:00,ANOMALY
7893a09a,ESP32_015,PROP_043,25.2,58,False,0,28.550535,77.243841,2026-09-15T17:08:00,NORMAL
9f1f99ac,ESP32_007,PROP_010,30.6,92,False,0,28.630953,77.226666,2026-09-03T02:40:00,NORMAL
ad6bb0ac,ESP32_008,PROP_042,25.6,28,False,0,28.595968,77.157593,2026-09-20T13:05:00,NORMAL
8a819517,ESP32_005,PROP_030,27.1,90,False,1,28.598202,77.225778,2026-09-16T10:23:00,NORMAL
f23d5b1c,ESP32_005,PROP_001,24.0,74,False,0,28.645545,77.174696,2026-09-30T12:31:00,NORMAL
014c2bf8,ESP32_006,PROP_041,84.0,175,False,10,28.55629,77.187836,2026-09-25T07:31:00,ANOMALY
d754ae41,ESP32_014,PROP_018,75.2,474,False,1,28.594798,77.168887,2026-09-29T06:44:00,POSSIBLE_FIRE
da712b27,ESP32_018,PROP_006,25.2,29,False,0,28.605948,77.151453,2026-09-06T10:55:00,NORMAL
52692efc,ESP32_001,PROP_020,28.4,72,False,1,28.623929,77.160634,2026-09-26T22:26:00,NORMAL
2576d9a3,ESP32_019,PROP_008,30.6,33,False,1,28.613895,77.225904,2026-09-02T16:21:00,NORMAL
ea2c12a0,ESP32_001,PROP_001,38.4,470,False,0,28.560998,77.186366,2026-09-07T12:52:00,ANOMALY
31656799,ESP32_012,PROP_033,56.3,396,True,4,28.608585,77.217419,2026-09-03T16:29:00,POSSIBLE_FIRE
7d6186a7,ESP32_019,PROP_045,26.4,61,False,0,28.570141,77.150954,2026-09-10T17:37:00,NORMAL
634f7b12,ESP32_009,PROP_045,37.3,36,False,1,28.555625,77.158071,2026-09-11T21:40:00,NORMAL
4a2183c7,ESP32_016,PROP_025,22.5,79,False,2,28.61635,77.150506,2026-09-15T19:57:00,NORMAL
cb244548,ESP32_004,PROP_040,66.2,309,False,0,28.575777,77.195884,2026-09-21T02:22:00,ANOMALY
0b976801,ESP32_004,PROP_026,80.2,0,False,9,28.641068,77.245878,2026-09-21T03:20:00,ANOMALY
0d2def53,ESP32_004,PROP_044,84.2,599,True,20,28.61742,77.170447,2026-09-11T23:17:00,CONFIRMED_FIRE
7ee127c1,ESP32_004,PROP_035,28.5,77,False,0,28.637304,77.166886,2026-09-01T10:15:00,NORMAL
ebfba611,ESP32_003,PROP_032,26.7,90,False,2,28.644018,77.154679,2026-09-16T21:48:00,NORMAL
f17bcc6e,ESP32_006,PROP_046,26.3,117,False,0,28.640445,77.150075,2026-09-15T16:17:00,NORMAL
ef4f68e5,ESP32_001,PROP_014,26.4,48,False,1,28.634328,77.159751,2026-09-17T03:35:00,NORMAL
a64a2eb9,ESP32_013,PROP_012,22.8,70,False,0,28.646582,77.19325,2026-09-09T06:36:00,NORMAL
a98f5bec,ESP32_003,PROP_034,27.3,544,False,1,28.603046,77.158319,2026-09-02T18:50:00,ANOMALY
7da38a80,ESP32_019,PROP_043,30.5,67,False,2,28.617613,77.163844,2026-09-27T12:03:00,NORMAL
145a4a1f,ESP32_016,PROP_047,25.6,0,False,0,28.625728,77.239796,2026-09-18T18:32:00,NORMAL
c60a4758,ESP32_019,PROP_012,30.7,820,False,0,28.629172,77.238376,2026-09-14T13:07:00,ANOMALY
022d1f28,ESP32_019,PROP_021,20.7,58,False,2,28.559669,77.222046,2026-09-03T04:29:00,NORMAL
a827a909,ESP32_013,PROP_009,32.7,71,False,0,28.605423,77.150523,2026-09-14T05:13:00,NORMAL
1db72f6d,ESP32_006,PROP_041,26.8,48,False,2,28.565891,77.211023,2026-09-26T17:31:00,NORMAL
9063edd2,ESP32_002,PROP_011,22.5,103,False,2,28.554374,77.161081,2026-09-17T15:13:00,NORMAL
312b81f8,ESP32_014,PROP_035,27.4,27,False,2,28.610245,77.166302,2026-09-08T04:18:00,NORMAL
e6cdef19,ESP32_013,PROP_037,30.2,451,False,0,28.55291,77.15231,2026-09-08T07:58:00,ANOMALY
c23e3a7c,ESP32_020,PROP_040,82.8,113,False,0,28.592468,77.151779,2026-09-16T05:41:00,ANOMALY
4f248d12,ESP32_014,PROP_033,30.6,418,False,2,28.616213,77.165795,2026-09-13T08:23:00,ANOMALY
e4ba3fa9,ESP32_013,PROP_050,23.3,27,False,2,28.624237,77.172833,2026-09-05T16:11:00,NORMAL
8036a411,ESP32_005,PROP_020,34.3,569,False,0,28.558345,77.227144,2026-09-15T15:28:00,ANOMALY
dc080661,ESP32_007,PROP_009,31.6,71,False,0,28.637387,77.151291,2026-09-19T03:40:00,NORMAL
fea3f32e,ESP32_016,PROP_012,86.5,635,True,15,28.621039,77.216113,2026-09-24T05:51:00,CONFIRMED_FIRE
d0693b72,ESP32_016,PROP_009,23.3,36,False,0,28.640254,77.157331,2026-09-06T13:19:00,NORMAL
36cbf1ea,ESP32_018,PROP_026,19.8,128,False,0,28.577707,77.244088,2026-09-06T20:48:00,NORMAL
5c808972,ESP32_019,PROP_008,27.6,32,False,0,28.558241,77.209997,2026-09-17T01:22:00,NORMAL
8aa11fd2,ESP32_016,PROP_015,80.0,377,False,8,28.587365,77.188812,2026-09-07T16:43:00,POSSIBLE_FIRE
05e091ee,ESP32_004,PROP_017,76.1,421,False,6,28.618273,77.220076,2026-09-04T10:51:00,POSSIBLE_FIRE
c2809d29,ESP32_010,PROP_033,23.9,64,False,0,28.589679,77.193121,2026-09-24T04:47:00,NORMAL
7d9ec1f8,ESP32_007,PROP_003,30.7,122,False,0,28.604176,77.163108,2026-09-18T06:06:00,NORMAL
dae211b2,ESP32_014,PROP_033,25.4,38,False,1,28.622403,77.242881,2026-09-28T02:08:00,NORMAL
0e178ef5,ESP32_009,PROP_001,23.1,77,False,0,28.570589,77.182169,2026-09-08T00:02:00,NORMAL
25dc2cd7,ESP32_019,PROP_045,27.2,70,False,1,28.630998,77.173829,2026-09-08T09:52:00,NORMAL
adebae47,ESP32_012,PROP_039,29.5,28,False,2,28.581529,77.203949,2026-09-11T15:17:00,NORMAL
b5b31b13,ESP32_010,PROP_030,34.0,18,False,1,28.62149,77.207898,2026-09-19T21:43:00,NORMAL
b7e74225,ESP32_017,PROP_046,28.9,63,False,2,28.597131,77.197252,2026-09-15T15:58:00,NORMAL
f4a73d17,ESP32_006,PROP_043,26.6,111,False,1,28.603833,77.176885,2026-09-14T09:36:00,NORMAL
0b11af23,ESP32_004,PROP_023,87.4,683,True,13,28.565367,77.211629,2026-09-26T02:16:00,CONFIRMED_FIRE
d08503dc,ESP32_007,PROP_021,76.3,256,False,11,28.621747,77.215747,2026-09-02T12:56:00,ANOMALY
29a76ca3,ESP32_015,PROP_012,22.1,733,False,1,28.583467,77.181955,2026-09-21T19:14:00,ANOMALY
f05847e2,ESP32_004,PROP_008,68.3,117,True,1,28.612624,77.164637,2026-09-21T02:04:00,POSSIBLE_FIRE
8bad9a01,ESP32_010,PROP_022,67.5,881,True,25,28.600908,77.193325,2026-09-29T20:15:00,CONFIRMED_FIRE
04ae738a,ESP32_012,PROP_032,25.8,56,False,0,28.599193,77.180245,2026-09-27T11:15:00,NORMAL
78f36d62,ESP32_013,PROP_046,19.9,75,False,0,28.568854,77.217246,2026-09-06T19:27:00,NORMAL
c58be741,ESP32_009,PROP_014,32.9,459,False,3,28.643192,77.212794,2026-09-20T04:49:00,ANOMALY
12c86acf,ESP32_008,PROP_025,88.5,798,True,16,28.639012,77.235905,2026-09-19T10:19:00,CONFIRMED_FIRE
72dab1f4,ESP32_016,PROP_014,31.2,60,False,1,28.570935,77.153942,2026-09-19T13:08:00,NORMAL
aaba5d22,ESP32_006,PROP_041,22.4,103,False,2,28.602576,77.174952,2026-09-13T23:29:00,NORMAL
be3876c7,ESP32_010,PROP_032,59.7,342,False,6,28.602664,77.195155,2026-09-18T07:14:00,POSSIBLE_FIRE
f71c7435,ESP32_018,PROP_031,22.1,11,False,0,28.649564,77.151049,2026-09-02T10:40:00,NORMAL
4f095594,ESP32_012,PROP_045,26.3,41,False,0,28.612494,77.222887,2026-09-13T08:50:00,NORMAL
04339d08,ESP32_006,PROP_040,29.6,77,False,2,28.567926,77.23,2026-09-10T13:54:00,NORMAL
2ee88382,ESP32_008,PROP_033,68.8,541,False,5,28.560326,77.155209,2026-09-20T03:57:00,POSSIBLE_FIRE
736fc842,ESP32_006,PROP_008,28.0,53,False,0,28.619571,77.154878,2026-09-30T01:53:00,NORMAL
92d15d9c,ESP32_017,PROP_033,31.1,97,False,1,28.569669,77.173748,2026-09-05T00:41:00,NORMAL
b9ec38c3,ESP32_020,PROP_022,90.8,420,False,0,28.58411,77.20416,2026-09-10T17:06:00,POSSIBLE_FIRE
2114b5d1,ESP32_013,PROP_001,26.3,12,False,1,28.638036,77.173669,2026-09-28T23:02:00,NORMAL
af08aaf2,ESP32_018,PROP_018,84.4,831,True,12,28.612217,77.208522,2026-09-14T03:53:00,CONFIRMED_FIRE
82e86451,ESP32_015,PROP_027,28.8,52,False,0,28.628151,77.177576,2026-09-24T11:03:00,NORMAL
d0cdff39,ESP32_008,PROP_042,29.2,89,False,2,28.595222,77.164279,2026-09-02T05:37:00,NORMAL
b8296227,ESP32_003,PROP_039,76.3,439,True,9,28.594823,77.210103,2026-09-04T04:35:00,POSSIBLE_FIRE
c8471dab,ESP32_011,PROP_007,40.0,463,False,2,28.576868,77.162123,2026-09-29T21:07:00,ANOMALY
cd31db66,ESP32_020,PROP_048,29.8,93,False,1,28.632108,77.159235,2026-09-24T09:30:00,NORMAL
f28be30a,ESP32_013,PROP_037,58.9,323,False,5,28.602525,77.247403,2026-09-03T05:58:00,POSSIBLE_FIRE
d8eee72c,ESP32_005,PROP_032,32.0,416,False,3,28.609825,77.211913,2026-09-30T06:19:00,ANOMALY
9cdff7d8,ESP32_007,PROP_023,33.4,670,False,0,28.566261,77.238262,2026-09-22T14:46:00,ANOMALY
cceb5799,ESP32_020,PROP_016,92.0,772,True,15,28.608742,77.238909,2026-09-21T04:17:00,CONFIRMED_FIRE
ce774ac3,ESP32_014,PROP_005,71.3,68,False,9,28.649073,77.225678,2026-09-30T22:28:00,ANOMALY
34ac4cb7,ESP32_003,PROP_027,28.1,40,False,2,28.57769,77.248352,2026-09-14T14:24:00,NORMAL
a3024928,ESP32_006,PROP_035,23.6,82,False,1,28.584887,77.242953,2026-09-22T13:17:00,NORMAL
e001ce65,ESP32_019,PROP_019,31.5,75,False,0,28.576912,77.230313,2026-09-06T15:07:00,NORMAL
93807dea,ESP32_015,PROP_049,29.7,15,False,1,28.633432,77.207735,2026-09-27T12:16:00,NORMAL
a20b9785,ESP32_001,PROP_042,30.0,91,False,0,28.584339,77.233457,2026-09-10T04:55:00,NORMAL
320dc39b,ESP32_013,PROP_006,28.2,87,False,2,28.610577,77.173723,2026-09-19T22:45:00,NORMAL
c0503a6e,ESP32_007,PROP_001,27.9,92,False,1,28.641182,77.193913,2026-09-02T09:06:00,NORMAL
00997ee6,ESP32_013,PROP_026,22.9,14,False,2,28.553668,77.175244,2026-09-04T13:26:00,NORMAL
239d6d58,ESP32_002,PROP_009,102.2,429,False,2,28.573946,77.23674,2026-09-10T13:00:00,ANOMALY
00452342,ESP32_013,PROP_037,79.9,793,True,22,28.563062,77.174224,2026-09-22T07:34:00,CONFIRMED_FIRE
0757b0da,ESP32_009,PROP_050,19.5,78,False,0,28.643265,77.188306,2026-09-10T11:43:00,NORMAL
e0d55060,ESP32_014,PROP_030,23.2,18,False,1,28.586218,77.216047,2026-09-20T08:06:00,NORMAL
76a13f7b,ESP32_017,PROP_038,85.5,85,False,0,28.585292,77.174025,2026-09-24T10:04:00,ANOMALY
0d795590,ESP32_020,PROP_010,30.2,66,False,3,28.592749,77.183028,2026-09-23T14:08:00,NORMAL
1129a90d,ESP32_001,PROP_012,22.7,107,False,0,28.569202,77.234,2026-09-06T12:33:00,NORMAL
b38ee764,ESP32_009,PROP_009,35.2,53,False,2,28.620566,77.198923,2026-09-09T09:16:00,NORMAL
8e15aca6,ESP32_002,PROP_006,29.3,60,False,1,28.553082,77.23792,2026-09-30T00:27:00,NORMAL
7cfdef26,ESP32_012,PROP_009,22.7,64,False,2,28.594043,77.240118,2026-09-29T07:54:00,NORMAL
77237b17,ESP32_004,PROP_033,79.0,814,True,22,28.566467,77.206582,2026-09-12T02:47:00,CONFIRMED_FIRE
6fcc4179,ESP32_014,PROP_038,22.4,79,False,2,28.608124,77.165436,2026-09-28T14:36:00,NORMAL
21e5695a,ESP32_015,PROP_003,26.0,702,False,1,28.572599,77.215641,2026-09-06T13:59:00,ANOMALY
cb4d93a1,ESP32_008,PROP_025,53.6,322,False,3,28.636243,77.24615,2026-09-08T19:24:00,POSSIBLE_FIRE
6fd458a2,ESP32_016,PROP_023,27.8,601,False,0,28.557053,77.22728,2026-09-05T11:28:00,ANOMALY
c2466d3c,ESP32_004,PROP_044,86.2,889,True,23,28.600637,77.20941,2026-09-07T13:11:00,CONFIRMED_FIRE
fe33b138,ESP32_003,PROP_010,25.1,55,False,2,28.584562,77.212151,2026-09-12T01:28:00,NORMAL
fbbe4bdc,ESP32_016,PROP_008,83.2,717,True,25,28.596662,77.175701,2026-09-20T10:32:00,CONFIRMED_FIRE
8cc5c32f,ESP32_003,PROP_025,84.6,829,True,9,28.599921,77.183696,2026-09-20T07:55:00,CONFIRMED_FIRE
98e7041d,ESP32_003,PROP_046,26.8,56,False,1,28.622456,77.181151,2026-09-07T05:58:00,NORMAL
339bc33c,ESP32_010,PROP_033,87.8,867,True,11,28.55304,77.193362,2026-09-25T03:04:00,CONFIRMED_FIRE
bd5f2509,ESP32_017,PROP_049,31.5,94,False,0,28.647892,77.188637,2026-09-03T22:59:00,NORMAL
23c3bc0d,ESP32_017,PROP_038,91.2,816,True,19,28.592644,77.202675,2026-09-26T23:58:00,CONFIRMED_FIRE
ce4412fb,ESP32_010,PROP_026,27.4,76,False,0,28.631011,77.236707,2026-09-07T01:16:00,NORMAL
9b57d8e5,ESP32_010,PROP_018,86.0,758,True,19,28.641953,77.20332,2026-09-15T13:58:00,CONFIRMED_FIRE
6aea5b00,ESP32_010,PROP_040,84.7,701,True,11,28.618485,77.243245,2026-09-22T21:58:00,CONFIRMED_FIRE
5239ef06,ESP32_002,PROP_040,24.0,485,False,0,28.588708,77.24058,2026-09-20T11:51:00,ANOMALY
ab32f75b,ESP32_018,PROP_048,18.8,58,False,0,28.570796,77.154199,2026-09-02T22:03:00,NORMAL
f77bec65,ESP32_020,PROP_030,21.1,79,False,2,28.605116,77.193818,2026-09-24T22:45:00,NORMAL
eac828a1,ESP32_010,PROP_015,75.0,432,False,2,28.567866,77.226533,2026-09-18T13:38:00,POSSIBLE_FIRE
edefa646,ESP32_019,PROP_042,91.7,808,True,18,28.582135,77.248956,2026-09-13T23:20:00,CONFIRMED_FIRE
8d1f9684,ESP32_002,PROP_003,86.1,796,True,9,28.610329,77.21689,2026-09-10T04:12:00,CONFIRMED_FIRE
b5698d27,ESP32_007,PROP_033,27.8,77,False,0,28.570789,77.152653,2026-09-26T03:40:00,NORMAL
538cce6e,ESP32_015,PROP_017,90.6,312,False,2,28.624883,77.216721,2026-09-22T06:24:00,POSSIBLE_FIRE
e52e7dc4,ESP32_010,PROP_023,63.8,507,False,3,28.616691,77.173403,2026-09-01T05:37:00,POSSIBLE_FIRE
b3c749ed,ESP32_004,PROP_013,22.4,667,False,0,28.62098,77.201275,2026-09-11T02:10:00,ANOMALY
3c4dc94f,ESP32_013,PROP_032,73.3,309,False,5,28.551496,77.176455,2026-09-24T20:13:00,POSSIBLE_FIRE
b4ed692c,ESP32_008,PROP_003,22.2,61,False,1,28.559366,77.226809,2026-09-06T04:58:00,NORMAL
af28c00c,ESP32_015,PROP_044,29.1,31,False,0,28.593658,77.21338,2026-09-28T10:54:00,NORMAL
f859521d,ESP32_004,PROP_048,21.1,45,False,0,28.602308,77.21701,2026-09-30T14:52:00,NORMAL
04b78138,ESP32_007,PROP_047,72.9,340,False,5,28.589194,77.199,2026-09-12T09:27:00,POSSIBLE_FIRE
fd6eb365,ESP32_010,PROP_024,26.9,0,False,2,28.571721,77.163782,2026-09-06T11:49:00,NORMAL
0498f655,ESP32_016,PROP_036,72.5,109,True,0,28.605295,77.219654,2026-09-27T05:37:00,ANOMALY
955bb552,ESP32_003,PROP_045,77.6,455,False,5,28.596214,77.204914,2026-09-02T13:08:00,POSSIBLE_FIRE
3cab4ea7,ESP32_019,PROP_043,74.9,0,True,0,28.604968,77.15781,2026-09-07T02:16:00,ANOMALY
71fb7527,ESP32_007,PROP_048,26.6,90,False,2,28.581912,77.196992,2026-09-12T00:08:00,NORMAL
8956c5e9,ESP32_002,PROP_006,36.6,296,False,4,28.570748,77.176213,2026-09-03T14:34:00,ANOMALY
51da5240,ESP32_018,PROP_050,85.8,698,True,17,28.637188,77.189523,2026-09-24T09:55:00,CONFIRMED_FIRE
c190e997,ESP32_017,PROP_048,77.8,136,False,0,28.564419,77.17044,2026-09-13T06:56:00,ANOMALY
600922c1,ESP32_017,PROP_042,19.8,120,False,0,28.63226,77.186019,2026-09-02T17:31:00,NORMAL
78832fe3,ESP32_005,PROP_037,64.2,175,False,2,28.609087,77.241321,2026-09-06T15:50:00,POSSIBLE_FIRE
3c8b2334,ESP32_007,PROP_027,57.2,199,False,8,28.611353,77.244504,2026-09-25T20:30:00,POSSIBLE_FIRE
1be14f40,ESP32_003,PROP_022,19.6,23,False,0,28.602314,77.219969,2026-09-08T04:57:00,NORMAL
83f8cd2b,ESP32_011,PROP_038,93.5,732,True,16,28.644196,77.218126,2026-09-15T03:56:00,CONFIRMED_FIRE
e7e3a7d4,ESP32_020,PROP_015,63.0,373,False,8,28.603882,77.194611,2026-09-27T07:09:00,POSSIBLE_FIRE
9a7eb990,ESP32_011,PROP_027,84.2,802,True,21,28.558988,77.163193,2026-09-03T10:46:00,CONFIRMED_FIRE
4df39fd5,ESP32_007,PROP_010,69.9,298,False,4,28.569854,77.199483,2026-09-03T00:01:00,POSSIBLE_FIRE
c0165add,ESP32_014,PROP_006,23.9,46,False,2,28.564128,77.171198,2026-09-29T02:21:00,NORMAL
58b3c2de,ESP32_020,PROP_008,85.5,117,False,0,28.646102,77.151308,2026-09-27T16:28:00,POSSIBLE_FIRE
7b51cfe1,ESP32_009,PROP_033,73.9,490,False,4,28.57106,77.178289,2026-09-22T00:01:00,ANOMALY
dbf1a636,ESP32_019,PROP_003,28.1,0,False,2,28.580233,77.175933,2026-09-04T08:57:00,NORMAL
ea5492af,ESP32_013,PROP_023,23.3,94,False,0,28.625454,77.160312,2026-09-10T23:57:00,NORMAL
4f4a302e,ESP32_005,PROP_048,27.2,63,False,0,28.625175,77.2303,2026-09-09T00:57:00,NORMAL
95961442,ESP32_017,PROP_048,19.9,37,False,0,28.645395,77.236557,2026-09-20T16:13:00,NORMAL
4993eafb,ESP32_006,PROP_033,75.8,436,False,0,28.552255,77.155575,2026-09-21T21:39:00,POSSIBLE_FIRE
0168fd45,ESP32_017,PROP_045,29.4,21,False,0,28.562819,77.162292,2026-09-02T01:09:00,NORMAL
